ParkName,County,ParkIdentifier,ParkAddress,FireAuthority,Jurisdiction,MH_Spaces,RV_Lots_W_Drains,RV_Lots_WO_Drains,OperatedBy,FullAddress,Address,City,State,Zip
ECHO LODGE,RIVERSIDE,33-0025-MP,"1700 S STATE ST, HEMET, CA 92543, (909) 658-8121","LOCAL FIRE AUTHORITY, XXXX, RIVERSIDE, CA 92501","CITY OF HEMET CODE ENFORCEMENT, MOBILEHOME PARKS PROGRAM, 445 EAST FLORIDA AVE, HEMET, CA 92543",96,5,0,"MERLE, ANTON, 11705 PINE VALLEY PLACE, NORTHRIDGE, CA 91326","1700 S STATE ST, HEMET, CA 92543",1700 S STATE ST,HEMET,CA,92543
DELUX TP,RIVERSIDE,33-0026-MP,"1901 W. RAMSEY ST, BANNING, CA 92220, (951) 769-3624","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",13,0,0,"MANZO, GILBERT & JACQUIE, 5530 RODRIGUEZ AV, BANNING, CA 92220","1901 W. RAMSEY ST, BANNING, CA 92220",1901 W. RAMSEY ST,BANNING,CA,92220
DESERT HOT SPRINGS TRAILER PARK,RIVERSIDE,33-0028-MP,"66434 W 5TH ST, DESERT HOT SPRINGS, CA 92240, (909) 769-3624","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",74,0,0,"66434 6TH ST PARTNERS, LP, 638 PHEASANT DR, LOS ANGELES, CA 90065","66434 W 5TH ST, DESERT HOT SPRINGS, CA 92240",66434 W 5TH ST,DESERT HOT SPRINGS,CA,92240
BRIARWOOD MHP,RIVERSIDE,33-0033-MP,"300 ELLIS ST, LAKE ELSINORE, CA 92530, (909) 245-5866","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",78,0,0,"BRIARWOOD LLC, 22880 SAVI RANCH PKWY, YORBA LINDA, CA 92887","300 ELLIS ST, LAKE ELSINORE, CA 92530",300 ELLIS ST,LAKE ELSINORE,CA,92530
BEL AIRE MOBILE ESTATES,RIVERSIDE,33-0036-MP,"6154 MISSION BLVD, RIVERSIDE, CA 92509, (909) 769-3624","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",65,0,0,"WARREN, GREGORY, 26895 ALISO CREEK RD SUITE # B806, ALISO VIEJO, CA 92656","6154 MISSION BLVD, RIVERSIDE, CA 92509",6154 MISSION BLVD,RIVERSIDE,CA,92509
ELMS MOBILE HOME PARK,RIVERSIDE,33-0038-MP,"81 271 INDIO BLVD, INDIO, CA 92201, (760) 535-6494","null, null","INDIO BUILDING DEPARTMENT, MOBILEHOME PARKS PROGRAM, P.O. DRAWER 1788, INDIO, CA 92202",45,0,0,"A1 REALTY, 1001 W 17TH ST SUITE # V, COSTA MESA, CA 92627","81 271 INDIO BLVD, INDIO, CA 92201",81 271 INDIO BLVD,INDIO,CA,92201
ELMS MOBILE HOME PARK & APTS,RIVERSIDE,33-0040-MP,"350 S STATE ST, SAN JACINTO, CA 92583, (951) 686-4760","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",42,0,0,"CONTINENTAL CORPORATION, PO BOX 2409, RIVERSIDE, CA 92516","350 S STATE ST, SAN JACINTO, CA 92583",350 S STATE ST,SAN JACINTO,CA,92583
FAIRVIEW MHP,RIVERSIDE,33-0043-MP,"44725 E FLORIDA AVE, HEMET, CA 92544, (951) 927-2313","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501","COUNTY OF RIVERSIDE ENVIRONMENTAL SERVICES, MOBILEHOME PARKS PROGRAM -, PO BOX 7600, RIVERSIDE, CA 92513",229,0,0,"DZIKOWSKI, TED, 44725 E. FLORIDA AVE., HEMET, CA 92544","44725 E FLORIDA AVE, HEMET, CA 92544",44725 E FLORIDA AVE,HEMET,CA,92544
DESERTVIEW MHP,RIVERSIDE,33-0044-MP,"87 629 AVE 56, THERMAL, CA 92274, (909) 769-3624","null, null","COUNTY OF RIVERSIDE ENVIRONMENTAL SERVICES, MOBILEHOME PARKS PROGRAM -, PO BOX 7600, RIVERSIDE, CA 92513",20,0,0,"AHMED, IKE, 530 N ARQUILLA RD, PALM SPRINGS, CA 92262","87 629 AVE 56, THERMAL, CA 92274",87 629 AVE 56,THERMAL,CA,92274
DESERT GEM,RIVERSIDE,33-0046-MP,"177 NORTH ACACIA ST, BLYTHE, CA 92225, (909) 418-4204","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",17,0,0,"HOLLINGSWORTH, BRUCE & SYLVIA, PO BOX 1132, ONTARIO, CA 91762","177 NORTH ACACIA ST, BLYTHE, CA 92225",177 NORTH ACACIA ST,BLYTHE,CA,92225
CURRYS MHP,RIVERSIDE,33-0049-MP,"1490 E. 6TH STREET, BEAUMONT, CA 92223, (909) 845-1861","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",55,0,0,"GREENBRIAR CURRY'S LP, 49511 CANYON VIEW, PALM DESERT, CA 92260","1490 E. 6TH STREET, BEAUMONT, CA 92223",1490 E. 6TH STREET,BEAUMONT,CA,92223
HIGHGROVE TRAILER COURT,RIVERSIDE,33-0050-MP,"220 LA CADENA DR, RIVERSIDE, CA 92501, (909) 845-1861","null, null","COUNTY OF RIVERSIDE ENVIRONMENTAL SERVICES, MOBILEHOME PARKS PROGRAM -, PO BOX 7600, RIVERSIDE, CA 92513",35,0,0,"HORIZON CA PROPERTIES, LLC, PO BOX 230579, ENCINITAS, CA 92023","220 LA CADENA DR, RIVERSIDE, CA 92501",220 LA CADENA DR,RIVERSIDE,CA,92501
CORONA MHP,RIVERSIDE,33-0051-MP,"1108 E 5TH ST, CORONA, CA 92879, (909) 735-5311","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",30,2,0,"JANET AMANDA WALSH 2012 TRUST, 14672 OAK RD, SYLMAR, CA 91342","1108 E 5TH ST, CORONA, CA 92879",1108 E 5TH ST,CORONA,CA,92879
IDYLLWILD TP,RIVERSIDE,33-0056-MP,"25955 IDYLLWILD RD, IDYLLWILD, CA 92549, (909) 735-5311","null, null","COUNTY OF RIVERSIDE ENVIRONMENTAL SERVICES, MOBILEHOME PARKS PROGRAM -, PO BOX 7600, RIVERSIDE, CA 92513",58,0,0,"CALLAS, DONNA, 2020 VIA SOLANA, SAN CLEMENTE, CA 92673","25955 IDYLLWILD RD, IDYLLWILD, CA 92549",25955 IDYLLWILD RD,IDYLLWILD,CA,92549
HIDDEN BEACHES RIVER RESORT,RIVERSIDE,33-0058-MP,"6951 EAST SIXTH  AVE, BLYTHE, CA 92225, (760) 922-7276","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",58,44,146,"HIDDEN BEACHES RIVER RESORT LLC, MIKE&LIZ WATTS 6951 SIXTH AVE, BLYTHE, CA 92225","6951 EAST SIXTH  AVE, BLYTHE, CA 92225",6951 EAST SIXTH  AVE,BLYTHE,CA,92225
STAGECOACH MOBILE MANOR,RIVERSIDE,33-0060-MP,"3705 W RAMSEY ST, BANNING, CA 92220, (714) 777-1122","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",28,0,0,"PIZZARELLO, FRANK, 5580 VIA ARBOLEDA, YORBA LINDA, CA 92886","3705 W RAMSEY ST, BANNING, CA 92220",3705 W RAMSEY ST,BANNING,CA,92220
KOZY TP,RIVERSIDE,33-0062-MP,"525 PALM AVE, BEAUMONT, CA 92223, (909) 845-0403","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",37,0,0,"PAULSON, CLYDE, 25940 RICHVILLE DR, TORRANCE, CA 90505","525 PALM AVE, BEAUMONT, CA 92223",525 PALM AVE,BEAUMONT,CA,92223
MONTEREY MP,RIVERSIDE,33-0068-MP,"1877 W RAMSEY ST, BANNING, CA 92220, (909) 769-1264","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",15,0,0,"DEARMOND, JACK, PO BOX 943, CORONA DEL MAR, CA 92625","1877 W RAMSEY ST, BANNING, CA 92220",1877 W RAMSEY ST,BANNING,CA,92220
MODERN TRAILER PARK,RIVERSIDE,33-0076-MP,"927 EDGAR AVE, BEAUMONT, CA 92223, (909) 845-5340","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",12,0,0,"HARB, BANAYOUT, PO BOX 5204, HACIENDA HEIGHTS, CA 91745","927 EDGAR AVE, BEAUMONT, CA 92223",927 EDGAR AVE,BEAUMONT,CA,92223
MOUNTAIN VIEW MOBILE HOME PARK,RIVERSIDE,33-0079-MP,"125 N PHILLIPS ST, BANNING, CA 92220, (626) 589-1887","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",12,0,0,"REN, YUTING, 1222 TABOR CT, BROOKLYN, NY 11219","125 N PHILLIPS ST, BANNING, CA 92220",125 N PHILLIPS ST,BANNING,CA,92220
100 PALMS RESORT,RIVERSIDE,33-0082-MP,"66 845 HWY 86, THERMAL, CA 92274, (909) 845-5340","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501","COUNTY OF RIVERSIDE ENVIRONMENTAL SERVICES, MOBILEHOME PARKS PROGRAM -, PO BOX 7600, RIVERSIDE, CA 92513",38,0,0,"RESULTAY, MARCELO, 66-845 HWY 86, THERMAL, CA 92274","66 845 HWY 86, THERMAL, CA 92274",66 845 HWY 86,THERMAL,CA,92274
PALM CANYON MOBILE CLUB,RIVERSIDE,33-0084-MP,"1880 S PALM CANYON DR, PALM SPRINGS, CA 92264, (760) 327-2062","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",229,0,0,"PALM CANYON MHC LLC, 900 SKOKIE BLVD SUITE # 213, NORTHBROOK, IL 60062","1880 S PALM CANYON DR, PALM SPRINGS, CA 92264",1880 S PALM CANYON DR,PALM SPRINGS,CA,92264
PALMS TRAILER COURT,RIVERSIDE,33-0086-MP,"1011 LA CADENA DR, RIVERSIDE, CA 92501, (909) 845-5340","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",1,14,0,"LATORRE, MIKE, 3759 LOCUST STREET #5, RIVERSIDE, CA 92501","1011 LA CADENA DR, RIVERSIDE, CA 92501",1011 LA CADENA DR,RIVERSIDE,CA,92501
DUNE PALMS MOBILE ESTATES,RIVERSIDE,33-0087-MP,"46 400 DUNE PALMS RD, LA QUINTA, CA 92253, (619) 347-7513","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",103,0,0,"CHIN, NAIDA, PO BOX 27203, LOS ANGELES, CA 90027","46 400 DUNE PALMS RD, LA QUINTA, CA 92253",46 400 DUNE PALMS RD,LA QUINTA,CA,92253
PALM TRAILER COURT,RIVERSIDE,33-0088-MP,"1011 W LA CADENA DR, RIVERSIDE, CA 92501, (909) 642-1900","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",6,9,0,"LATORRE, MIKE, 3759 LOCUST STREET #5, RIVERSIDE, CA 92501","1011 W LA CADENA DR, RIVERSIDE, CA 92501",1011 W LA CADENA DR,RIVERSIDE,CA,92501
COACHELLA MHP,RIVERSIDE,33-0092-MP,"49-615 HARRISON STREET, COACHELLA, CA 92236, (760) 398-2533","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",109,0,0,"COACHELLA MOBILE HOME PARK, LLC, 2141 E. BROADWAY ROAD, #105, TEMPE, AZ 85282","49-615 HARRISON STREET, COACHELLA, CA 92236",49-615 HARRISON STREET,COACHELLA,CA,92236
PIONEER MOBILE VILLAGE,RIVERSIDE,33-0096-MP,"1055 E 6TH ST, BEAUMONT, CA 92223, (323) 852-7025","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",54,0,0,"PETERS, CHARLES, 6230 WILSHIRE #121, LOS ANGELES, CA 90048","1055 E 6TH ST, BEAUMONT, CA 92223",1055 E 6TH ST,BEAUMONT,CA,92223
WEBB'S TRAILER PARK,RIVERSIDE,33-0097-MP,"621 E RAMEY, BANNING, CA 92220, (714) 578-0662","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",38,0,0,"FRUNEAUX, EDITH, 1870 PAGE AVE, FULLERTON, CA 92833","621 E RAMEY, BANNING, CA 92220",621 E RAMEY,BANNING,CA,92220
POPPY TRAIL TP,RIVERSIDE,33-0099-MP,"1451 E SIXTH ST, BEAUMONT, CA 92223, (951) 845-4611","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",20,0,0,"MILLER, MICHAEL, 1463 E 6TH, BEAUMONT, CA 92223","1451 E SIXTH ST, BEAUMONT, CA 92223",1451 E SIXTH ST,BEAUMONT,CA,92223
RAMON PARK,RIVERSIDE,33-0101-MP,"1441 E RAMON RD, PALM SPRINGS, CA 92264, (760) 327-5417","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",264,0,0,"EMPIRE MHP LLC, 16211 N SCOTTSDALE RD SUITE # A6A-602, SCOTTSDALE, AZ 85254","1441 E RAMON RD, PALM SPRINGS, CA 92264",1441 E RAMON RD,PALM SPRINGS,CA,92264
SANTIAGO SUNRISE VILLAGE,RIVERSIDE,33-0103-MP,"1500  SAN RAFAEL DRIVE, PALM SPRINGS, CA 92262, (619) 320-1752","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",175,0,0,"SANTIAGO MANAGEMENT CO INC, PO BOX 11927, SANTA ANA, CA 92711","1500  SAN RAFAEL DRIVE, PALM SPRINGS, CA 92262",1500  SAN RAFAEL DRIVE,PALM SPRINGS,CA,92262
SUNNYSIDE RV PARK,RIVERSIDE,33-0105-MP,"79520 VARNER RD, INDIO, CA 92203, (619) 320-1752","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501","COUNTY OF RIVERSIDE ENVIRONMENTAL SERVICES, MOBILEHOME PARKS PROGRAM -, PO BOX 7600, RIVERSIDE, CA 92513",38,0,0,"BARNETT, TED, 79520 VARNER RD, INDIO, CA 92201","79520 VARNER RD, INDIO, CA 92203",79520 VARNER RD,INDIO,CA,92203
RIVERDALE TRAILER PARK,RIVERSIDE,33-0108-MP,"11416 HOLMES AVE, MIRA LOMA, CA 91752, (619) 320-1752","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",15,0,0,"BANGERTER, ROGER, 1161 6TH ST, NORCO, CA 92860","11416 HOLMES AVE, MIRA LOMA, CA 91752",11416 HOLMES AVE,MIRA LOMA,CA,91752
CALIFORNIA PALMS,RIVERSIDE,33-0112-MP,"501 S MISTLETOE AVE, SAN JACINTO, CA 92583, (909) 654-2277","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",11,19,0,"THOMSON, RAY, 13100 CREEK VIEW DRIVE, SPACE 203, GARDEN GROVE, CA 92844","501 S MISTLETOE AVE, SAN JACINTO, CA 92583",501 S MISTLETOE AVE,SAN JACINTO,CA,92583
TOWN\COUNTRY MHP,RIVERSIDE,33-0114-MP,"685 N. STATE ST, HEMET, CA 92543, (619) 320-1752","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501","CITY OF HEMET CODE ENFORCEMENT, MOBILEHOME PARKS PROGRAM, 445 EAST FLORIDA AVE, HEMET, CA 92543",36,0,0,"MPN-14 LTD, 4900 SANTA ANITA AVE, #2C, EL MONTE, CA 91731","685 N. STATE ST, HEMET, CA 92543",685 N. STATE ST,HEMET,CA,92543
RIVERVIEW MOBILE ESTATES,RIVERSIDE,33-0115-MP,"5803 MISSION BLVD, RIVERSIDE, CA 92509, (619) 320-1752","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",80,0,0,"ANDERS, JIM, 2138 E. ORANGETHORPE AVE., FULLERTON, CA 92831","5803 MISSION BLVD, RIVERSIDE, CA 92509",5803 MISSION BLVD,RIVERSIDE,CA,92509
SANTA FE MOBILEHOME PARK,RIVERSIDE,33-0116-MP,"7721 MISSION BLVD, RIVERSIDE, CA 92509, (562) 256-7011","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",24,0,0,"LOS OLIVOS PROPERTIES LLC, 3780 KILROY AIRPORT WAY SUITE # 200, LONG BEACH, CA 90806","7721 MISSION BLVD, RIVERSIDE, CA 92509",7721 MISSION BLVD,RIVERSIDE,CA,92509
SHORES ACRES MOBILE HOME PARK,RIVERSIDE,33-0117-MP,"15682 GRAND AVE, LAKE ELSINORE, CA 92530, (714) 231-6491","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",25,21,0,"LITWINSKI, LYNN, 23903 KOEPFER RD, PERRIS, CA 92570","15682 GRAND AVE, LAKE ELSINORE, CA 92530",15682 GRAND AVE,LAKE ELSINORE,CA,92530
SKY RIDGE MHP,RIVERSIDE,33-0119-MP,"68 -  916 H ST, CATHEDRAL CITY, CA 92234, (909) 681-9249","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501","CATHEDRAL CITY BUILDING DEPARTMENT, MOBILEHOME PARKS PROGRAM, 68-700 AVENIDA LALO GUERRERO, CATHEDRAL CITY, CA 92234",73,0,0,"WATSON, L, 68 - 916 H STREET, CATHEDRAL CITY, CA 92234","68 -  916 H ST, CATHEDRAL CITY, CA 92234",68 -  916 H ST,CATHEDRAL CITY,CA,92234
SLEEPY HOLLOW TP,RIVERSIDE,33-0120-MP,"20509 HWY 79, SAN JACINTO, CA 92581, (909) 681-9249","null, null","COUNTY OF RIVERSIDE ENVIRONMENTAL SERVICES, MOBILEHOME PARKS PROGRAM -, PO BOX 7600, RIVERSIDE, CA 92513",0,30,0,"G & B INVESTMENTS LLC, 20509 STATE HWY 79, SAN JACINTO, CA 92583","20509 HWY 79, SAN JACINTO, CA 92581",20509 HWY 79,SAN JACINTO,CA,92581
STAGE COACH MOBILE ESTATES,RIVERSIDE,33-0125-MP,"6050 MISSION BLVD, RIVERSIDE, CA 92509, (909) 945-8888","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",28,0,0,"JURUPA HILLS 28, PO BOX 1919, RANCHO CUCAMONGA, CA 91729","6050 MISSION BLVD, RIVERSIDE, CA 92509",6050 MISSION BLVD,RIVERSIDE,CA,92509
THERMAL TP,RIVERSIDE,33-0130-MP,"56 335 HWY 111, THERMAL, CA 92274, (909) 681-9249","null, null","COUNTY OF RIVERSIDE ENVIRONMENTAL SERVICES, MOBILEHOME PARKS PROGRAM -, PO BOX 7600, RIVERSIDE, CA 92513",41,0,0,"SARVAK, KENNETH, C/O MAINSAIL PROPERTIES 2847 GUNDRY AVENUE, LONG BEACH, CA 90806","56 335 HWY 111, THERMAL, CA 92274",56 335 HWY 111,THERMAL,CA,92274
HEMACINTO MP,RIVERSIDE,33-0131-MP,"2150 S SAN JACINTO AVE, SAN JACINTO, CA 92583, (909) 681-9249","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",56,0,0,"NIEMEYER, RICHARD, 571 ALMARIE, HEMET, CA 92544","2150 S SAN JACINTO AVE, SAN JACINTO, CA 92583",2150 S SAN JACINTO AVE,SAN JACINTO,CA,92583
BEAUMONT MOBILE ESTATES,RIVERSIDE,33-0132-MP,"1460 E SIXTH ST, BEAUMONT, CA 92223, (909) 681-9249","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",27,0,1,"BEAUMONT MOBILE ESTATES LLC, 663 S RANCHO SANTA FE RD SPACE # 641, SAN MARCOS, CA 92078","1460 E SIXTH ST, BEAUMONT, CA 92223",1460 E SIXTH ST,BEAUMONT,CA,92223
TRAMVIEW MP,RIVERSIDE,33-0133-MP,"67 920 E PALM CANYON DR, CATHEDRAL CITY, CA 92234, (760) 699-8091","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501","CATHEDRAL CITY BUILDING DEPARTMENT, MOBILEHOME PARKS PROGRAM, 68-700 AVENIDA LALO GUERRERO, CATHEDRAL CITY, CA 92234",264,0,0,"PCP TRAMVIEW LP, PO BOX 11427, SANTA ANA, CA 92711","67 920 E PALM CANYON DR, CATHEDRAL CITY, CA 92234",67 920 E PALM CANYON DR,CATHEDRAL CITY,CA,92234
FLAMINGO MOBILELODGE,RIVERSIDE,33-0137-MP,"1203 W 6TH ST, OFFICE, CORONA, CA 92882, (714) 737-4140","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",93,0,0,"FITSCHEN, CHERIE, 1203 WEST 6TH STREET, CORONA, CA 92882","1203 W 6TH ST, OFFICE, CORONA, CA 92882",1203 W 6TH ST  OFFICE,CORONA,CA,92882
WALNUT GROVE MOBILE ESTATES,RIVERSIDE,33-0140-MP,"5925 MISSION BLVD, RIVERSIDE, CA 92509, (714) 737-4140","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",52,0,0,"CIANCIOTTO, VI, 22880 SAVI RANCH PARKWAY, YORBA LINDA, CA 92887","5925 MISSION BLVD, RIVERSIDE, CA 92509",5925 MISSION BLVD,RIVERSIDE,CA,92509
HUMMINGBIRD TP,RIVERSIDE,33-0144-MP,"52791 PINE COVE RD, IDYLLWILD, CA 92549, (714) 737-4140","null, null","COUNTY OF RIVERSIDE ENVIRONMENTAL SERVICES, MOBILEHOME PARKS PROGRAM -, PO BOX 7600, RIVERSIDE, CA 92513",15,0,0,"HUMMINGBIRD MHP INC., C/O J. ZORN 27531 BIG SPRINGS RANCH RD., HEMET, CA 92544","52791 PINE COVE RD, IDYLLWILD, CA 92549",52791 PINE COVE RD,IDYLLWILD,CA,92549
SUNBIRD MHP,RIVERSIDE,33-0146-MP,"84 950 AVE 65, THERMAL, CA 92274, (714) 737-4140","null, null","COUNTY OF RIVERSIDE ENVIRONMENTAL SERVICES, MOBILEHOME PARKS PROGRAM -, PO BOX 7600, RIVERSIDE, CA 92513",86,0,0,"MARTIN, BETTY, C/O HAWKEYE ASSET MGMT. 1121 GLENNEYRE ST., LAGUNA BEACH, CA 92651","84 950 AVE 65, THERMAL, CA 92274",84 950 AVE 65,THERMAL,CA,92274
CAREFREE MOBILE VILLAGE,RIVERSIDE,33-0148-MP,"17069 INDIAN AVE, N PALM SPRINGS, CA 92258, (619) 329-5657","null, null","COUNTY OF RIVERSIDE ENVIRONMENTAL SERVICES, MOBILEHOME PARKS PROGRAM -, PO BOX 7600, RIVERSIDE, CA 92513",96,17,0,"JACK HALE & DON BAUCHERO, C/O LES FRAME ENTERPRISES 1635 AVIATION BLVD, REDONDO BEACH, CA 90278","17069 INDIAN AVE, N PALM SPRINGS, CA 92258",17069 INDIAN AVE,N PALM SPRINGS,CA,92258
AVALON MOBILE LODGE,RIVERSIDE,33-0149-MP,"3319 AVALON ST, RIVERSIDE, CA 92509, (951) 778-9295","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",100,10,0,"DDMY AVALON MHP LLC, 500 GIUSEPPE CT SUITE # 2, ROSEVILLE, CA 95678","3319 AVALON ST, RIVERSIDE, CA 92509",3319 AVALON ST,RIVERSIDE,CA,92509
MOBILE HACIENDA MHP,RIVERSIDE,33-0150-MP,"1380 W FLORIDA AVE, HEMET, CA 92543, (909) 658-1519","null, null","CITY OF HEMET CODE ENFORCEMENT, MOBILEHOME PARKS PROGRAM, 445 EAST FLORIDA AVE, HEMET, CA 92543",57,0,0,"DZIKOWSKI, TED, 30538 RHONE DR., RANCHO PALOS VERDES, CA 90275","1380 W FLORIDA AVE, HEMET, CA 92543",1380 W FLORIDA AVE,HEMET,CA,92543
